PlayerId,Name,Team,Level,Season,wRC+
1,Alfredo Amezaga,Dodgers,AAA,2013,135.9769629
1,Alfredo Amezaga,Cubs,AAA,2012,84.98135131
1,Alfredo Amezaga,Marlins,A+,2009,143.7457004
1,Alfredo Amezaga,Rockies,AAA,2011,109.133525
10,David Eckstein,Blue Jays,A+,2008,57.05434143
10,David Eckstein,Padres,A,2010,175.7324068
10021,Mike Minor,Braves,AA,2010,-100
10028,Christian Bethancourt,Braves,R,2009,125.4528574
10028,Christian Bethancourt,Braves,AA,2012,55.68010024
10028,Christian Bethancourt,Braves,AA,2013,111.6806725
10028,Christian Bethancourt,Braves,AAA,2014,93.90673606
10028,Christian Bethancourt,Braves,AAA,2015,140.2370273
10028,Christian Bethancourt,Braves,A,2010,70.18777984
10028,Christian Bethancourt,Braves,A,2011,103.0190993
10028,Christian Bethancourt,Braves,R,2009,130.1584627
10028,Christian Bethancourt,Braves,A+,2011,66.9377837
10028,Christian Bethancourt,Brewers,AAA,2018,112.9123694
10028,Christian Bethancourt,Braves,R,2008,103.7261888
10028,Christian Bethancourt,Padres,AAA,2017,92.61766134
1003,Tike Redman,Brewers,AAA,2009,67.33009783
1003,Tike Redman,Orioles,AAA,2007,119.3133738
1003,Tike Redman,Orioles,AAA,2008,102.9843302
10030,Chris Owings,Diamondbacks,AA,2012,84.33664456
10030,Chris Owings,Diamondbacks,A+,2011,64.25780655
10030,Chris Owings,Diamondbacks,A+,2012,131.1153117
10030,Chris Owings,Diamondbacks,R,2009,95.73418834
10030,Chris Owings,Red Sox,AAA,2019,145.4689187
10030,Chris Owings,Diamondbacks,A,2010,109.5746208
10030,Chris Owings,Diamondbacks,R,2014,266.0551706
10030,Chris Owings,Diamondbacks,AAA,2013,121.1754273
10030,Chris Owings,Diamondbacks,AAA,2014,30.60289954
10030,Chris Owings,Diamondbacks,AAA,2016,328.8740888
10030,Chris Owings,Diamondbacks,AAA,2018,78.71567725
10039,Keyvius Sampson,Padres,AA,2012,-100
10039,Keyvius Sampson,Padres,AAA,2013,-14.82567008
10039,Keyvius Sampson,Diamondbacks,AAA,2017,27.76110856
10039,Keyvius Sampson,Reds,AA,2015,-31.78358734
10039,Keyvius Sampson,Padres,AAA,2014,-47.43677356
1004,Pokey Reese,Nationals,AAA,2008,12.18723659
1004,Pokey Reese,Nationals,R,2008,2.740065079
1004,Pokey Reese,Nationals,A,2008,117.5611508
10047,Wil Myers,Padres,A+,2015,123.8243038
10047,Wil Myers,Padres,A+,2018,91.81265324
10047,Wil Myers,Rays,AAA,2013,141.5709714
10047,Wil Myers,Rays,AAA,2014,154.2274777
10047,Wil Myers,Royals,A,2010,151.9831321
10047,Wil Myers,Royals,A+,2010,171.6700392
10047,Wil Myers,Royals,R,2009,208.6111916
10047,Wil Myers,Royals,R,2009,39.98683684
10047,Wil Myers,Royals,AAA,2012,137.3670164
10047,Wil Myers,Royals,AA,2011,102.8072421
10047,Wil Myers,Royals,AA,2012,211.7494552
10047,Wil Myers,Padres,AAA,2015,128.406824
10047,Wil Myers,Padres,AAA,2018,126.2593378
10053,Grant Green,Athletics,AAA,2012,103.5786949
10053,Grant Green,Athletics,AAA,2013,132.8537553
10053,Grant Green,Giants,AAA,2016,107.8630675
10053,Grant Green,Athletics,AA,2011,100.7752682
10053,Grant Green,White Sox,AAA,2017,66.61446067
10053,Grant Green,Athletics,A+,2009,93.14173722
10053,Grant Green,Athletics,A+,2010,125.323287
10053,Grant Green,Nationals,AAA,2017,72.69127967
10053,Grant Green,Angels,AAA,2013,99.14186073
10053,Grant Green,Angels,AAA,2014,133.9626628
10053,Grant Green,Angels,AAA,2015,106.97187
10053,Grant Green,Marlins,AAA,2017,75.86579941
10054,Alex White,Rockies,AAA,2012,17.78439882
10058,Tyler Matzek,Rockies,AA,2013,82.70411987
10058,Tyler Matzek,Rockies,AAA,2014,22.15022962
10059,Max Stassi,Astros,AAA,2014,71.97931399
10059,Max Stassi,Astros,AAA,2015,72.59346464
10059,Max Stassi,Astros,AAA,2016,77.44323185
10059,Max Stassi,Astros,AAA,2017,125.8030278
10059,Max Stassi,Athletics,A-,2009,97.07512072
10059,Max Stassi,Athletics,A,2010,91.42818692
10059,Max Stassi,Astros,AA,2013,139.0169989
10059,Max Stassi,Astros,AA,2017,366.8150223
10059,Max Stassi,Athletics,A+,2011,76.92149258
10059,Max Stassi,Athletics,A+,2012,102.324746
10061,Brooks Raley,Cubs,AAA,2012,32.15375411
10061,Brooks Raley,Cubs,AAA,2013,69.49371768
10061,Brooks Raley,Cubs,AA,2011,10.17375744
1006397,Robin Jennings,Nationals,AAA,2007,100.4725307
1006397,Robin Jennings,Nationals,AA,2007,115.0108787
10065,Johnny Hellweg,Brewers,AAA,2013,13.38010054
10067,Tomas Telis,Rangers,AAA,2014,124.5747522
10067,Tomas Telis,Rangers,AAA,2015,92.94412784
10067,Tomas Telis,Rangers,R,2009,113.87491
10067,Tomas Telis,Rangers,R,2010,120.2325218
10067,Tomas Telis,Rangers,A,2011,107.0623
10067,Tomas Telis,Rangers,A-,2009,205.8213141
10067,Tomas Telis,Rangers,A+,2012,68.48803517
10067,Tomas Telis,Twins,AAA,2019,117.0653068
10067,Tomas Telis,Rangers,AA,2013,78.76244665
10067,Tomas Telis,Rangers,AA,2014,109.2705485
10067,Tomas Telis,Marlins,AAA,2015,95.99604939
10067,Tomas Telis,Marlins,AAA,2016,112.2220706
10067,Tomas Telis,Marlins,AAA,2017,86.65752474
10067,Tomas Telis,Marlins,AAA,2018,95.18198835
10067,Tomas Telis,Rangers,R,2008,119.1404966
10071,Jonathan Villar,Astros,AAA,2013,106.281379
10071,Jonathan Villar,Astros,AAA,2014,92.73525353
10071,Jonathan Villar,Astros,AAA,2015,101.6267754
10071,Jonathan Villar,Phillies,A,2010,98.26907778
10071,Jonathan Villar,Phillies,A-,2009,76.76327152
10071,Jonathan Villar,Phillies,R,2009,124.0128059
10071,Jonathan Villar,Astros,AA,2011,82.96467522
10071,Jonathan Villar,Astros,AA,2012,105.3716549
10071,Jonathan Villar,Astros,A+,2010,71.64487269
10071,Jonathan Villar,Astros,A+,2011,98.48023798
10071,Jonathan Villar,Brewers,AAA,2018,308.9835426
10071,Jonathan Villar,Brewers,A,2017,291.381461
10071,Jonathan Villar,Phillies,R,2008,112.3304259
1008752,Juan Melo,Nationals,AA,2007,76.55204117
10099,Dustin Ackley,Mariners,AA,2010,120.2094226
10099,Dustin Ackley,Mariners,AAA,2010,96.56538717
10099,Dustin Ackley,Mariners,AAA,2011,130.3414836
10099,Dustin Ackley,Mariners,AAA,2013,164.5466256
10099,Dustin Ackley,Yankees,AAA,2015,312.4476562
10099,Dustin Ackley,Angels,AAA,2017,87.34357906
10099,Dustin Ackley,Angels,AAA,2018,107.446851
101,George Lombard,Marlins,AAA,2008,201.2512853
101,George Lombard,Dodgers,AAA,2008,51.65655029
101,George Lombard,Nationals,AAA,2007,99.25648572
101,George Lombard,Indians,AAA,2009,168.5088757
101,George Lombard,Nationals,R,2007,234.8622926
101,George Lombard,Marlins,R,2008,32.6732648
1010490,Jeremy Powell,Pirates,AAA,2009,-30.51210479
1010490,Jeremy Powell,Pirates,AAA,2010,-62.10559929
1012,Kip Wells,Padres,AAA,2012,-22.57130656
1013,Dave Williams,Mets,AAA,2007,-36.66134286
1015,Craig Wilson,Pirates,AAA,2008,100.5242537
1015,Craig Wilson,White Sox,AAA,2007,51.11515373
1015,Craig Wilson,Mariners,AAA,2008,140.2767619
10154,Donald Lutz,Reds,AAA,2014,91.58965513
10154,Donald Lutz,Reds,AAA,2015,65.18920373
10154,Donald Lutz,Reds,AAA,2016,25.99298729
10154,Donald Lutz,Reds,A+,2012,116.9763042
10154,Donald Lutz,Reds,A,2011,140.6430176
10154,Donald Lutz,Reds,R,2008,96.04410729
10154,Donald Lutz,Reds,R,2009,69.1054263
10154,Donald Lutz,Reds,R,2010,114.232242
10154,Donald Lutz,Reds,R,2012,336.417961
10154,Donald Lutz,Reds,AA,2012,98.37828232
10154,Donald Lutz,Reds,AA,2013,111.7525011
10154,Donald Lutz,Reds,AA,2014,203.7530775
10154,Donald Lutz,Reds,AA,2016,56.51681591
10155,Mike Trout,Angels,A+,2017,187.010524
10155,Mike Trout,Angels,R,2009,151.0322572
10155,Mike Trout,Angels,A,2009,115.0973388
10155,Mike Trout,Angels,A,2010,172.3594888
10155,Mike Trout,Angels,A+,2010,116.9846516
10155,Mike Trout,Angels,AAA,2012,179.3159409
10155,Mike Trout,Angels,AA,2011,155.87427
10160,Ryan Weber,Braves,AA,2014,-28.79315994
10166,Nick Franklin,Mariners,AA,2011,130.8307181
10166,Nick Franklin,Mariners,AA,2012,151.3666165
10166,Nick Franklin,Rays,AAA,2014,62.22559258
10166,Nick Franklin,Rays,AAA,2015,147.1806915
10166,Nick Franklin,Rays,AAA,2016,103.4939354
10166,Nick Franklin,Brewers,A+,2018,423.6853229
10166,Nick Franklin,Mariners,A-,2009,177.4799172
10166,Nick Franklin,Mariners,R,2009,100.3732356
10166,Nick Franklin,Mariners,R,2011,-57.24740491
10166,Nick Franklin,Pirates,AAA,2019,55.11024514
10166,Nick Franklin,Mariners,A,2010,127.8994474
10166,Nick Franklin,Mariners,A+,2011,99.80853361
10166,Nick Franklin,Mariners,AAA,2012,85.10421686
10166,Nick Franklin,Mariners,AAA,2013,146.5261654
10166,Nick Franklin,Mariners,AAA,2014,121.3547295
10166,Nick Franklin,Angels,AAA,2017,50.15098123
10166,Nick Franklin,Angels,AAA,2019,107.3532025
10166,Nick Franklin,Pirates,A+,2019,-100
10166,Nick Franklin,Brewers,AA,2018,137.1318165
1017,Jack Wilson,Braves,AAA,2012,32.62856813
1017,Jack Wilson,Pirates,AA,2008,131.1934926
1017,Jack Wilson,Pirates,AAA,2008,103.3540319
1017,Jack Wilson,Mariners,AAA,2010,96.79025252
1019,Kevin Barker,Reds,AAA,2008,117.3747383
1019,Kevin Barker,Reds,AAA,2009,151.0833608
1019,Kevin Barker,Blue Jays,AAA,2007,116.0019593
10190,Tyler Skaggs,Diamondbacks,AA,2011,-53.7852779
10190,Tyler Skaggs,Diamondbacks,AA,2012,79.34900533
10190,Tyler Skaggs,Diamondbacks,AAA,2013,-62.16003035
10197,Shelby Miller,Cardinals,AAA,2012,-75.26187279
10197,Shelby Miller,Cardinals,AA,2011,11.78321157
10197,Shelby Miller,Diamondbacks,AAA,2016,82.86947524
10199,Billy Hamilton,Reds,AAA,2013,82.32496078
10199,Billy Hamilton,Reds,A+,2012,127.9491855
10199,Billy Hamilton,Reds,A,2011,103.0930007
10199,Billy Hamilton,Reds,R,2009,61.91446918
10199,Billy Hamilton,Reds,R,2010,121.6975183
10199,Billy Hamilton,Reds,AA,2012,128.106485
10199,Billy Hamilton,Reds,AA,2015,118.6850711
10200,Tucker Barnhart,Reds,AAA,2014,77.01825861
10200,Tucker Barnhart,Reds,AAA,2015,131.3455076
10200,Tucker Barnhart,Reds,A+,2012,108.1243276
10200,Tucker Barnhart,Reds,A,2011,110.6435378
10200,Tucker Barnhart,Reds,R,2009,65.10463667
10200,Tucker Barnhart,Reds,R,2010,121.5124261
10200,Tucker Barnhart,Reds,AA,2012,54.04121185
10200,Tucker Barnhart,Reds,AA,2013,105.4448298
1021,Sean Burroughs,Dodgers,AA,2013,85.77951669
1021,Sean Burroughs,Mariners,AAA,2007,82.99268513
1021,Sean Burroughs,Twins,AAA,2012,88.9961358
1021,Sean Burroughs,Diamondbacks,AAA,2011,168.6358885
10231,Jose Iglesias,Tigers,AAA,2016,190.6365085
10231,Jose Iglesias,Red Sox,AAA,2011,52.37725747
10231,Jose Iglesias,Red Sox,AAA,2012,75.48516233
10231,Jose Iglesias,Red Sox,AAA,2013,60.69478653
10231,Jose Iglesias,Red Sox,AA,2010,82.05039508
10231,Jose Iglesias,Red Sox,A-,2010,177.1165023
10233,Aroldis Chapman,Reds,AAA,2010,166.6404272
10234,Bryan Morris,Pirates,AA,2010,13.20535306
1024,Cesar Crespo,Orioles,AAA,2007,76.96143852
10240,Ariel Pena,Brewers,AAA,2015,-75.00989932
10240,Ariel Pena,Brewers,AAA,2014,-99.26696926
10240,Ariel Pena,Brewers,AA,2013,-100
10243,Randal Grichuk,Cardinals,AAA,2014,102.1461702
10243,Randal Grichuk,Cardinals,AAA,2016,122.59516
10243,Randal Grichuk,Cardinals,AAA,2017,124.7401802
10243,Randal Grichuk,Angels,A+,2011,99.18366891
10243,Randal Grichuk,Angels,A+,2012,108.5049979
10243,Randal Grichuk,Angels,R,2009,137.0749478
10243,Randal Grichuk,Angels,R,2010,188.811232
10243,Randal Grichuk,Angels,R,2011,105.5624837
10243,Randal Grichuk,Blue Jays,A+,2018,290.9509397
10243,Randal Grichuk,Angels,A,2010,130.5620305
10243,Randal Grichuk,Angels,A,2011,85.7404308
10243,Randal Grichuk,Angels,AA,2013,116.0944849
10257,Andy Oliver,Pirates,AAA,2013,20.70668566
10264,Brandon Belt,Giants,AAA,2010,142.7586954
10264,Brandon Belt,Giants,AAA,2011,145.7539127
10264,Brandon Belt,Giants,AAA,2014,299.2633303
10264,Brandon Belt,Giants,A+,2010,191.0458838
10264,Brandon Belt,Giants,A+,2011,214.7174779
10264,Brandon Belt,Giants,AA,2010,177.2027406
10265,Justin Marks,Diamondbacks,AAA,2015,-41.03646218
10286,Francisco Arcia,Yankees,A,2010,130.1580732
10286,Francisco Arcia,Yankees,A,2012,94.41455206
10286,Francisco Arcia,Angels,AA,2017,92.11479472
10286,Francisco Arcia,Angels,AA,2018,8.732298216
10286,Francisco Arcia,Cubs,AAA,2019,1.002241235
10286,Francisco Arcia,Yankees,R,2008,19.28766407
10286,Francisco Arcia,Yankees,R,2009,115.7440865
10286,Francisco Arcia,Yankees,AAA,2014,55.9011332
10286,Francisco Arcia,Yankees,AAA,2019,88.40527212
10286,Francisco Arcia,Angels,AAA,2017,27.12163872
10286,Francisco Arcia,Angels,AAA,2018,98.98899188
10286,Francisco Arcia,Marlins,AA,2016,81.64289955
10286,Francisco Arcia,Yankees,AA,2013,35.82922963
10286,Francisco Arcia,Yankees,AA,2014,114.3791838
10286,Francisco Arcia,Yankees,AA,2015,90.11523589
10286,Francisco Arcia,Yankees,AA,2019,45.76862438
10286,Francisco Arcia,Yankees,A-,2010,70.14992531
10286,Francisco Arcia,Yankees,A+,2013,84.51942578
10286,Francisco Arcia,Marlins,AAA,2016,32.74429048
10286,Francisco Arcia,Yankees,R,2007,149.9749017
10289,Hector Sanchez,Giants,AAA,2015,90.5949377
10289,Hector Sanchez,Giants,AAA,2018,77.16883138
10289,Hector Sanchez,Giants,AAA,2011,59.68369476
10289,Hector Sanchez,Giants,AAA,2012,-83.93749325
10289,Hector Sanchez,Giants,AAA,2013,108.7207029
10289,Hector Sanchez,Giants,AAA,2014,24.08111671
10289,Hector Sanchez,Giants,R,2009,129.6357383
10289,Hector Sanchez,Giants,A+,2011,114.6965657
10289,Hector Sanchez,Giants,A+,2013,58.08539544
10289,Hector Sanchez,Giants,A,2010,107.6498785
10289,Hector Sanchez,White Sox,AAA,2016,65.13654159
10289,Hector Sanchez,Giants,R,2007,155.2363191
10289,Hector Sanchez,Giants,R,2008,176.8479166
10289,Hector Sanchez,Padres,AAA,2016,168.2318755
10289,Hector Sanchez,Padres,AAA,2017,124.725395
1029,Adam Eaton,Rockies,AAA,2009,-100
10294,Adrian Nieto,White Sox,AA,2015,95.25874673
10294,Adrian Nieto,Reds,AAA,2017,33.34984906
10294,Adrian Nieto,Nationals,A+,2013,129.5660262
10294,Adrian Nieto,Nationals,A-,2011,148.4783065
10294,Adrian Nieto,Nationals,R,2008,91.76128836
10294,Adrian Nieto,Nationals,R,2009,95.49879219
10294,Adrian Nieto,Nationals,R,2012,87.65940178
10294,Adrian Nieto,Marlins,A+,2019,79.21176149
10294,Adrian Nieto,Nationals,A,2010,63.04051622
10294,Adrian Nieto,Nationals,A,2011,108.2241465
10294,Adrian Nieto,Nationals,A,2012,106.3221817
10294,Adrian Nieto,Marlins,AA,2019,35.40589959
10294,Adrian Nieto,Marlins,AAA,2016,47.55440266
10294,Adrian Nieto,Reds,AA,2017,100.451717
10299,Eury Perez,Giants,AAA,2018,71.88103448
10299,Eury Perez,Rays,AAA,2016,72.59553776
10299,Eury Perez,Astros,AAA,2016,79.46144495
10299,Eury Perez,Braves,AAA,2015,120.1105679
10299,Eury Perez,Nationals,A+,2011,82.52453198
10299,Eury Perez,Nationals,A+,2014,142.5441332
10299,Eury Perez,Nationals,R,2009,183.464794
10299,Eury Perez,Nationals,R,2012,168.0826851
10299,Eury Perez,Pirates,AAA,2017,133.5759378
10299,Eury Perez,Nationals,AA,2012,84.70004961
10299,Eury Perez,Nationals,AAA,2012,116.3957154
10299,Eury Perez,Nationals,AAA,2013,112.71473
10299,Eury Perez,Nationals,AAA,2014,118.6662558
10299,Eury Perez,Nationals,A,2010,108.4079006
10299,Eury Perez,Marlins,AAA,2017,135.4765497
10299,Eury Perez,Nationals,R,2007,119.7379255
10299,Eury Perez,Nationals,R,2008,149.7989786
10302,Chris Heston,Giants,AAA,2016,-85.39836204
10302,Chris Heston,Giants,AAA,2013,-59.05949763
10302,Chris Heston,Giants,AAA,2014,-49.61259983
10302,Chris Heston,Giants,AA,2012,44.31757471
10304,Jarred Cosart,Marlins,AAA,2016,-60.73152403
10306,Oswaldo Arcia,Twins,R,2009,134.8695966
10306,Oswaldo Arcia,Twins,A+,2011,106.7106154
10306,Oswaldo Arcia,Twins,A+,2012,149.0882314
10306,Oswaldo Arcia,Twins,AAA,2013,186.373559
10306,Oswaldo Arcia,Twins,AAA,2014,161.8759291
10306,Oswaldo Arcia,Twins,AAA,2015,79.07175922
10306,Oswaldo Arcia,Twins,AA,2012,162.2424201
10306,Oswaldo Arcia,Twins,A,2011,210.2694877
10306,Oswaldo Arcia,Twins,R,2010,198.2192165
10306,Oswaldo Arcia,Twins,R,2008,123.9002092
10306,Oswaldo Arcia,Diamondbacks,R,2017,20.23829022
10306,Oswaldo Arcia,Diamondbacks,AAA,2017,165.4525255
10306,Oswaldo Arcia,Rays,A+,2016,190.2622139
10310,Zack Wheeler,Mets,AAA,2013,126.8287623
10310,Zack Wheeler,Mets,AA,2012,-25.7079256
10317,Danny Ortiz,Twins,R,2008,111.0008793
10317,Danny Ortiz,Pirates,AAA,2016,91.051651
10317,Danny Ortiz,Pirates,AAA,2017,104.2854128
10317,Danny Ortiz,Twins,A+,2012,106.9258806
10317,Danny Ortiz,Twins,AAA,2014,92.38404588
10317,Danny Ortiz,Twins,AAA,2015,106.5782577
10317,Danny Ortiz,Twins,AA,2013,92.56882065
10317,Danny Ortiz,Twins,AA,2014,130.6956682
10317,Danny Ortiz,Twins,A,2011,93.15079556
10317,Danny Ortiz,Twins,A,2012,112.5521724
10317,Danny Ortiz,Twins,R,2010,115.9052516
10317,Danny Ortiz,Phillies,AAA,2018,83.76119381
10322,Danny Santana,Braves,AAA,2017,212.7307309
10322,Danny Santana,Braves,AAA,2018,117.8429287
10322,Danny Santana,Twins,R,2009,113.3543675
10322,Danny Santana,Twins,A+,2012,108.5118183
10322,Danny Santana,Twins,A+,2014,-74.77667643
10322,Danny Santana,Twins,A+,2016,98.73799779
10322,Danny Santana,Twins,AAA,2014,89.27794272
10322,Danny Santana,Twins,AAA,2015,143.0191162
10322,Danny Santana,Twins,AAA,2016,109.7740445
10322,Danny Santana,Twins,AA,2013,98.94943583
10322,Danny Santana,Twins,A,2010,67.73403348
10322,Danny Santana,Twins,A,2011,91.01629618
10322,Danny Santana,Rangers,AAA,2019,134.4524299
10322,Danny Santana,Twins,R,2010,95.79277161
10322,Danny Santana,Twins,R,2008,120.5403916
10323,Rafael Ortega,Cardinals,AAA,2014,56.91983559
10323,Rafael Ortega,Cardinals,AAA,2015,103.5991431
10323,Rafael Ortega,Rockies,AA,2013,78.20879891
10323,Rafael Ortega,Braves,AAA,2019,127.3126966
10323,Rafael Ortega,Cardinals,AA,2014,96.78299703
10323,Rafael Ortega,Rockies,A+,2012,96.60937043
10323,Rafael Ortega,Rockies,R,2010,142.2306758
10323,Rafael Ortega,Angels,AAA,2016,112.7409548
10323,Rafael Ortega,Rockies,A,2011,110.0640507
10323,Rafael Ortega,Marlins,AAA,2018,108.3801724
10323,Rafael Ortega,Rockies,R,2008,105.1780485
10323,Rafael Ortega,Rockies,R,2009,129.9006621
10323,Rafael Ortega,Padres,AAA,2017,121.4775202
10324,Marcell Ozuna,Cardinals,AAA,2019,249.1358034
10324,Marcell Ozuna,Marlins,R,2009,154.3669583
10324,Marcell Ozuna,Marlins,A,2010,43.56334688
10324,Marcell Ozuna,Marlins,A,2011,118.7190336
10324,Marcell Ozuna,Marlins,A+,2012,126.4933402
10324,Marcell Ozuna,Marlins,A+,2013,66.74552588
10324,Marcell Ozuna,Marlins,A-,2010,140.4115291
10324,Marcell Ozuna,Marlins,AA,2013,234.6185216
10324,Marcell Ozuna,Marlins,AAA,2015,147.1385107
10324,Marcell Ozuna,Marlins,R,2008,114.9990384
10327,Ramon Cabrera,Tigers,AA,2013,122.8735727
10327,Ramon Cabrera,Tigers,AA,2014,92.58612489
10327,Ramon Cabrera,Reds,AAA,2015,103.5602182
10327,Ramon Cabrera,Reds,AAA,2016,50.8425919
10327,Ramon Cabrera,Pirates,AA,2012,98.02936675
10327,Ramon Cabrera,Pirates,AA,2014,90.86338642
10327,Ramon Cabrera,Pirates,R,2009,136.9861459
10327,Ramon Cabrera,Tigers,AAA,2013,82.64971073
10327,Ramon Cabrera,Pirates,A,2010,86.50981293
10327,Ramon Cabrera,Marlins,AAA,2017,61.05127068
10327,Ramon Cabrera,Pirates,R,2008,124.8729538
10327,Ramon Cabrera,Pirates,R,2009,134.211697
10327,Ramon Cabrera,Pirates,A+,2011,144.3939396
10329,Rey Fuentes,Padres,A+,2011,85.79717904
10329,Rey Fuentes,Royals,R,2015,226.3521713
10329,Rey Fuentes,Red Sox,A,2010,101.1625205
10329,Rey Fuentes,Red Sox,R,2009,112.2186733
10329,Rey Fuentes,Padres,AA,2012,71.95988191
10329,Rey Fuentes,Padres,AA,2013,139.4895226
10329,Rey Fuentes,Padres,AA,2014,141.8390735
10329,Rey Fuentes,Royals,AAA,2015,110.1048269
10329,Rey Fuentes,Royals,AAA,2016,72.75371352
10329,Rey Fuentes,Padres,AAA,2013,181.3835623
10329,Rey Fuentes,Diamondbacks,AAA,2017,115.5121157
10329,Rey Fuentes,Diamondbacks,AAA,2018,95.0505076
10329,Rey Fuentes,Padres,AAA,2014,87.97176677
1033,Wiki Gonzalez,White Sox,AAA,2007,98.81299626
10336,Slade Heathcott,Giants,AAA,2017,124.9584513
10336,Slade Heathcott,Yankees,A,2010,108.0544024
10336,Slade Heathcott,Yankees,A,2011,109.8903728
10336,Slade Heathcott,Yankees,R,2009,-2.414418865
10336,Slade Heathcott,Yankees,R,2012,139.4329646
10336,Slade Heathcott,White Sox,AAA,2016,130.6779202
10336,Slade Heathcott,Yankees,AAA,2015,90.4811848
10336,Slade Heathcott,Yankees,AAA,2016,58.43753445
10336,Slade Heathcott,Athletics,AAA,2018,88.87891656
10336,Slade Heathcott,Yankees,AA,2013,103.8010123
10336,Slade Heathcott,Yankees,AA,2014,37.7277376
10336,Slade Heathcott,Yankees,A+,2012,141.8885494
10336,Slade Heathcott,White Sox,R,2016,206.2806417
10336,Slade Heathcott,Giants,AA,2017,113.8630362
10337,Edwin Escobar,Giants,AAA,2014,-32.4161945
10337,Edwin Escobar,Diamondbacks,AAA,2016,61.84982717
10339,Scooter Gennett,Reds,AAA,2019,-7.076927968
10339,Scooter Gennett,Reds,A+,2019,23.71858713
10339,Scooter Gennett,Brewers,A+,2011,105.2336157
10339,Scooter Gennett,Brewers,AAA,2015,123.6143502
10339,Scooter Gennett,Brewers,AAA,2013,83.84869625
10339,Scooter Gennett,Brewers,AA,2012,98.94256956
10339,Scooter Gennett,Brewers,A,2010,123.717302
10339,Scooter Gennett,Brewers,A,2015,120.8484518
10340,Gift Ngoepe,Blue Jays,AAA,2018,65.90659699
10340,Gift Ngoepe,Pirates,AA,2013,58.91812132
10340,Gift Ngoepe,Pirates,AA,2014,95.20505118
10340,Gift Ngoepe,Pirates,AA,2015,105.1220784
10340,Gift Ngoepe,Pirates,AA,2019,38.14727196
10340,Gift Ngoepe,Pirates,R,2009,98.02657099
10340,Gift Ngoepe,Pirates,AAA,2015,83.1214913
10340,Gift Ngoepe,Pirates,AAA,2016,84.10773181
10340,Gift Ngoepe,Pirates,AAA,2017,88.19574987
10340,Gift Ngoepe,Pirates,A,2011,124.6328028
10340,Gift Ngoepe,Pirates,A-,2010,87.41459183
10340,Gift Ngoepe,Phillies,AAA,2019,75.4197182
10340,Gift Ngoepe,Pirates,A+,2012,94.59914149
10340,Gift Ngoepe,Pirates,A+,2013,148.2538934
10346,John Ryan Murphy,Yankees,A,2010,101.1473095
10346,John Ryan Murphy,Yankees,A,2011,117.2372965
10346,John Ryan Murphy,Braves,AAA,2019,12.67274518
10346,John Ryan Murphy,Yankees,R,2009,167.7596226
10346,John Ryan Murphy,Yankees,AAA,2013,116.6845541
10346,John Ryan Murphy,Yankees,AAA,2014,86.45163253
10346,John Ryan Murphy,Twins,AAA,2016,72.49401098
10346,John Ryan Murphy,Twins,AAA,2017,75.82130065
10346,John Ryan Murphy,Yankees,AA,2012,93.47528261
10346,John Ryan Murphy,Yankees,AA,2013,116.4129823
10346,John Ryan Murphy,Yankees,A+,2011,70.23226245
10346,John Ryan Murphy,Yankees,A+,2012,99.27250083
10346,John Ryan Murphy,Diamondbacks,AAA,2017,89.15030202
10346,John Ryan Murphy,Diamondbacks,AAA,2019,93.50345482
10347,Mike Ohlman,Cardinals,AAA,2016,109.1138678
10347,Mike Ohlman,Orioles,AA,2014,76.91313858
10347,Mike Ohlman,Blue Jays,AAA,2017,108.3465328
10347,Mike Ohlman,Cardinals,AA,2015,117.5818594
10347,Mike Ohlman,Cardinals,AA,2016,113.9520248
10347,Mike Ohlman,Orioles,A+,2013,159.0594735
10347,Mike Ohlman,Orioles,R,2010,79.05531769
10347,Mike Ohlman,Red Sox,AAA,2018,92.22756795
10347,Mike Ohlman,Orioles,A,2010,67.53742737
10347,Mike Ohlman,Orioles,A,2011,79.22563621
10347,Mike Ohlman,Orioles,A,2012,141.8350055
10347,Mike Ohlman,Orioles,R,2009,61.94377428
10347,Mike Ohlman,Orioles,R,2012,138.5198504
10348,Domingo Santana,Astros,AAA,2014,124.6645945
10348,Domingo Santana,Astros,AAA,2015,169.2944218
10348,Domingo Santana,Phillies,A,2010,85.97652026
10348,Domingo Santana,Phillies,A,2011,113.6354707
10348,Domingo Santana,Phillies,A-,2010,105.9282126
10348,Domingo Santana,Phillies,R,2009,167.1048149
10348,Domingo Santana,Astros,AA,2013,137.2763013
10348,Domingo Santana,Astros,A+,2012,136.7440949
10348,Domingo Santana,Astros,A,2011,201.342438
10348,Domingo Santana,Brewers,AAA,2015,161.6940467
10348,Domingo Santana,Brewers,AAA,2016,297.344661
10348,Domingo Santana,Brewers,AAA,2018,134.5482994
10348,Domingo Santana,Brewers,A,2016,95.98385129
10348,Domingo Santana,Brewers,AA,2016,290.8737314
10349,Tommy Joseph,Rangers,AAA,2018,130.7049769
10349,Tommy Joseph,Phillies,R,2014,98.90960053
10349,Tommy Joseph,Phillies,R,2015,310.8616478
10349,Tommy Joseph,Giants,A+,2011,96.09255582
10349,Tommy Joseph,Giants,A,2010,93.53038925
10349,Tommy Joseph,Phillies,AA,2012,106.7956958
10349,Tommy Joseph,Phillies,AA,2013,95.80811266
10349,Tommy Joseph,Phillies,AA,2014,144.7581484
10349,Tommy Joseph,Rangers,AA,2018,84.68886454
